   8.0925578e-01  -2.8178998e-01   1.9422434e+00   1.1483984e+00   5.9393706e-01  -8.5415951e-01  -7.4076567e-01  -9.4215178e-01  -1.3394497e+00  -8.5416626e-01  -8.5894049e-02
  -2.0473352e-01  -2.7694679e-01   7.1968351e-01  -1.0506813e+00   9.3673102e-01  -7.5853289e-01  -2.1151417e+00  -8.5179523e-01  -9.8486178e-01  -7.5854091e-01  -2.6927816e-01
  -1.1433355e-01  -2.7975917e-01   9.8057598e-01  -5.6135540e-01   6.7116756e-01   5.0427298e-01  -1.5764063e-01   4.8279726e-01  -2.9824125e-01   5.0426815e-01  -1.4755953e-01
  -3.2388264e-01  -2.8001996e-01   1.3008882e+00  -1.1618864e+00   8.5671184e-01   1.7395824e-01  -1.8462924e+00   1.0833167e-01  -9.4045905e-01   1.7396057e-01   1.0552823e+00
   8.5580956e-03   1.5597719e+00   5.8607734e-01  -1.3025482e+00   6.5825476e-01  -9.4591082e-01  -2.1074162e+00  -1.0274169e+00  -1.2657911e+00  -9.4590220e-01   5.6498784e-01
   1.1395068e-01   3.7741796e-01   8.6507213e-01  -5.6183319e-01   7.0739709e-01   6.6166018e-01  -4.5909191e-01   6.6754773e-01   2.9484648e-01   6.6165313e-01   1.0587966e+00
  -3.7272529e-01  -2.1713390e-01  -1.7668591e-01  -1.6328518e+00   9.5286694e-01  -1.6422598e+00  -2.5281497e+00  -1.6294339e+00  -1.1141651e+00  -1.6422633e+00   3.8472078e-01
   1.1577407e-01  -2.4375964e-01   7.7173823e-01  -9.1523171e-01   6.4889081e-01  -4.7103737e-01  -1.4524436e+00  -5.7106197e-01   3.7891895e-01  -4.7104375e-01   6.9481598e-01
  -3.0105987e-01  -1.3518650e-01   7.3311908e-01  -1.3103469e+00   1.4516173e+00  -6.1335986e-01  -1.9209214e+00  -7.1173215e-01  -8.3941600e-01  -6.1335954e-01   6.1352036e-01
  -2.8769566e-01  -2.7324798e-01   1.0811435e-01  -6.5572242e-01  -2.7927652e-01  -1.6469372e+00  -1.2960783e+00  -1.6332058e+00  -6.2049653e-01  -1.6469387e+00   1.2390926e+00
   4.0263037e-01  -2.8336547e-01   1.1183022e+00  -2.7978729e-01   3.7950635e-01  -6.8393138e-04  -4.6527215e-01  -8.2396051e-02  -1.2764024e-01  -6.8628266e-04   1.2765310e-01
  -2.6964144e-01  -2.7773822e-01   1.1425176e+00  -4.5913529e-01   2.8148208e-01  -1.3517521e+00  -1.7696547e+00  -1.3880016e+00  -7.1546875e-01  -1.3517568e+00   9.1936596e-01
  -1.5111794e-02  -2.7673092e-01   2.0910087e+00   5.5551871e-01  -3.5308612e-01  -1.0278457e+00  -1.3759605e+00  -1.1024103e+00  -1.1859233e+00  -1.0278488e+00  -4.5200960e-01
  -2.3702580e-01   3.6068600e-01   1.8751639e+00   2.9062673e-01   1.0440086e-01  -7.6383933e-01  -8.2481940e-01  -8.5684560e-01  -1.1087118e+00  -7.6384401e-01   9.0579422e-01
  -2.9585885e-01   4.9579463e-01   2.0012130e+00   6.0834614e-01  -2.6900856e-01  -7.9476882e-01  -9.4332953e-01  -8.8620807e-01  -1.0948189e+00  -7.9477274e-01   1.0377143e+00
  -3.8679037e-01  -2.8250520e-01   1.3527907e+00  -3.6262938e-02  -2.2375542e-01  -1.3691653e+00  -1.9953958e+00  -1.4028562e+00  -1.4415101e+00  -1.3691595e+00   6.5294263e-01
  -3.4489496e-01  -2.7703379e-01   1.8566411e+00   1.8188730e-01   2.9836370e-01  -6.2618317e-01  -1.1958005e+00  -7.2424913e-01  -7.5836181e-01  -6.2618889e-01   7.2566438e-01
  -3.5809833e-01  -2.8198095e-01   1.6456024e+00   1.6408399e-01  -6.8952215e-01  -1.5256150e+00  -2.1069525e+00  -1.5341659e+00  -1.2755173e+00  -1.5256200e+00   3.5579819e-01
  -2.6729487e-01  -2.5931753e-01   1.8777221e+00   9.4239111e-01   1.7932605e-01  -1.0066176e+00  -7.8912752e-01  -1.0830893e+00  -6.9195318e-01  -1.0066204e+00   9.9049284e-01
  -1.2057104e-01  -1.8546728e-01   1.9380417e+00   1.1995426e+00  -1.8731329e-01  -1.1045782e+00  -3.1586027e-01  -1.1716278e+00  -1.1351561e+00  -1.1045803e+00   6.7585591e-01
  -3.7305679e-01  -2.7851973e-01   9.7928593e-01   3.1868207e-01   5.5398843e-01  -6.8968876e-01  -3.9187954e-01  -7.8580621e-01  -6.1599213e-01  -6.8969157e-01   5.4634562e-01
  -3.7518992e-01  -7.7246465e-02   1.5693065e+00  -2.3931441e-01   5.3293516e-01  -1.8038997e+00  -2.2634725e+00  -1.7577444e+00  -9.8499871e-01  -1.8039011e+00   9.4672612e-01
  -1.5046879e-01  -2.4411730e-01   1.7671361e+00   5.5450038e-01   4.8396538e-01  -1.0466748e+00  -6.6134678e-01  -1.1194893e+00  -7.1562605e-01  -1.0466823e+00   8.8039732e-01
  -3.5001489e-01  -2.7474895e-01   1.7330771e+00   3.4354657e-01   4.8742793e-01  -7.3390091e-01  -8.1091354e-01  -8.2827540e-01  -8.9274152e-01  -7.3390796e-01   9.3349785e-01
  -2.3002310e-01  -2.7991993e-01   2.0997664e+00   6.7392455e-01   1.6782230e-02  -2.9189768e-01  -7.3721169e-01  -3.8924645e-01  -7.9779382e-01  -2.9190223e-01   9.5850244e-01
  -2.1920164e-01  -2.6337870e-01   1.2723977e+00   1.6978160e-02   9.7019598e-01  -5.4451232e-01  -6.6211928e-01  -6.4409443e-01  -7.3568342e-01  -5.4450887e-01   8.1621510e-01
